tweet_id,tweet,true_sentiment,sentiment_zero_shot_raw,sentiment_zero_shot_pred,sentiment_zero_shot_correct,sentiment_few_shot_raw,sentiment_few_shot_pred,sentiment_few_shot_correct,weak_topic_label,topic_zero_shot_raw,topic_zero_shot_pred,topic_zero_shot_correct,topic_system_role_raw,topic_system_role_pred,topic_system_role_correct,entity_zero_shot_raw,entity_structured_raw,entity_structured_json_valid,entity_structured_players,entity_structured_teams,entity_structured_venues
54,Absolute rubbish!! Valencia was never off!! Are we really going to sit here and pretend that this Cup is not fixed!?!! VAR is used to CHEAT! #EcuadorvsQatar #WorldCup2022,negative,Negative,negative,1,"Negative. The use of strong language such as ""absolute rubbish"", ""disgrace"", ""ruined the match"", ""fixed"", and ""CHEAT"" convey a strongly negative sentiment towards the referee, VAR, and possibly the World Cup itself.",negative,1,Referees,Match Play,Match Play,0,Referees,Referees,1,"Here are the extracted named entities:

1. Player names:
	* None mentioned in this tweet.
2. Team/country names:
	* Valencia (presumably referring to Valencia CF, a Spanish football club)
	* Ecuador
	* Qatar
3. Venue: 
	* None mentioned in this tweet.","{""players"": [], ""teams"": [""Valencia"", ""Ecuador"", ""Qatar""], ""venues"": []}",1,[],"[""Valencia"", ""Ecuador"", ""Qatar""]",[]
55,@elonmusk Controversy already! Has the VAR referee been paid off? There is no way that goal was offside #WorldCup2022 #EcuadorvsQatar,negative,negative,negative,1,"Based on the tweet, I would classify its sentiment as:

Negative

The tone of the tweet is critical and accusatory towards the referee, using strong language to express dissatisfaction with the VAR decision. The use of words like ""disgrace"" also reinforces a negative sentiment.",negative,1,Referees,Match Play,Match Play,0,Referees,Referees,1,"Here are the extracted named entities:

1. Player names:
	* None mentioned in this tweet.
2. Team/country names:
	* Ecuador
	* Qatar
3. Venue: 
	* None mentioned in this tweet (the World Cup is a global tournament, but no specific venue is mentioned).","{""players"": [], ""teams"": [""Ecuador"", ""Qatar""], ""venues"": []}",1,[],"[""Ecuador"", ""Qatar""]",[]
56,"2mins They Have Scored Qatar, and they cancelled the Goal from Ecuador... VAR this is not the way forward... FIFA | #WorldCup2022 #FIFAWorldCup",negative,Negative,negative,1,"Negative. The tweet expresses frustration with the VAR system and its perceived unfairness, using strong language like ""disgrace"" to describe the referee.",negative,1,Referees,Match Play,Match Play,0,'Referees',Referees,1,"Here are the extracted named entities:

1. Player names:
	* None mentioned in this tweet.
2. Team/country names:
	* Qatar
	* Ecuador
3. Venue: 
	* (No venue is explicitly mentioned, but it can be inferred that the tweet refers to a match during the FIFA World Cup 2022, which was held in various venues across Qatar.)","{""players"": [], ""teams"": [""Qatar"", ""Ecuador""], ""venues"": []}",1,[],"[""Qatar"", ""Ecuador""]",[]
57,Goal disallowed by VAR ! Ecuador captain Valencia scores and then disallowed #WorldCup2022 #Qatar2022,negative,Negative,negative,1,"Based on the tweet, I would classify its sentiment as:

Negative

The use of the word ""disallowed"" implies a negative outcome for the team that scored, and the tone suggests disappointment or frustration. The hashtags ""#WorldCup2022 #Qatar2022"" add to the overall negative sentiment by implying that something went wrong in the match.",negative,1,Referees,Match Play,Match Play,0,'Match Play',Match Play,0,"Here are the extracted named entities:

1. Player:
	* Valencia (Ecuador captain)
2. Team/Country:
	* Ecuador
3. Venue: None mentioned directly, but implied as the World Cup venue in Qatar.","{""players"": [""Valencia""], ""teams"": [""Ecuador"", ""Qatar""], ""venues"": []}",1,"[""Valencia""]","[""Ecuador"", ""Qatar""]",[]
58,Shocking VAR decision in #WorldCup2022. #Ecuador goal disallowed? Why? I hope this World Cup isn’t ruined by dodgy refereeing decisions.,negative,Negative,negative,1,"Based on the tweet, I would classify its sentiment as:

Negative

Although the tweet starts with a positive phrase (""Shocking""), it quickly turns to criticism and frustration towards the referee's decision, using strong negative language like ""disgrace"" and expressing disappointment that the World Cup might be ruined by poor refereeing.",positive,0,Referees,Match Play,Match Play,0,Referees,Referees,1,"Here are the extracted named entities:

1. Player names:
	* None mentioned directly, but it can be inferred that the players involved in the VAR decision are part of the Ecuador team.
2. Team/country names:
	* Ecuador
3. Venue: 
	* None mentioned directly, but it can be inferred that the tweet is referring to a match played during the 2022 FIFA World Cup, which was held in Qatar.","{""players"": [], ""teams"": [""Ecuador""], ""venues"": []}",1,[],"[""Ecuador""]",[]
59,"This World Cup is corrupt even more now, so it’s #QATECU Equador score a perfectly ON SIDE goal 3 mins in to the opening game and it goes to VAR and marked officially as offside so it’s now 0-0 again, and now they are saying it actually a foul on the GK #corruptfifa #WorldCup2022",negative,Negative,negative,1,"Based on the language used, I would classify the sentiment of this tweet as:

Negative

The user is expressing frustration and outrage towards the referee's decision, using strong words like ""disgrace"" to describe their opinion. They also mention corruption and FIFA, which further emphasizes their negative emotions. The tone is critical and accusatory, indicating a strongly negative sentiment.",negative,1,Referees,Referees,Referees,1,'Match Play',Match Play,0,"Here are the extracted named entities:

1. Player names:
	* None mentioned directly in the tweet.
2. Team/country names:
	* Equador (country)
3. Venue: 
	* None mentioned in the tweet, but it's implied that the World Cup is taking place at a specific venue, which is not specified.","{""players"": [], ""teams"": [""Ecuador""], ""venues"": []}",1,[],"[""Ecuador""]",[]
60,"Qatar could win it with this VAR. If they can get out of their own half, there's a penalty on #WorldCup2022",positive,negative,negative,0,"Based on the tweet content, I would classify its sentiment as:

 Sentiment: positive",positive,1,Referees,Match Play,Match Play,0,Referees,Referees,1,"Here are the extracted named entities:

1. Player Names:
	* None explicitly mentioned
2. Team/Country Names:
	* Qatar
3. Venue: 
	* None explicitly mentioned (but implied as the World Cup venue, which is likely Lusail Iconic Stadium in Qatar)","{""players"": [], ""teams"": [""Qatar""], ""venues"": []}",1,[],"[""Qatar""]",[]
61,My mum has been screaming at the TV since Ecuador got robbed. I can't imagine the noise if France or Portugal are playing soon 😂😂😂 #FIFAWorldCup #WorldCup2022,negative,positive,positive,0,"Based on the tweet, I would classify its sentiment as:

Positive

Although the user mentions that their mum is ""screaming at the TV"" and uses a phrase that could be interpreted as sarcastic (""ruined the match""), the overall tone of the tweet seems to be lighthearted and humorous, with the use of multiple laughing emojis (😂) indicating amusement.",positive,0,Match Play,Match Play,Match Play,1,Match Play,Match Play,1,"Here are the extracted named entities:

1. Player names:
	* None mentioned in this tweet.
2. Team/country names:
	* Ecuador
	* France
	* Portugal
3. Venue:
	* None mentioned in this tweet (the FIFA World Cup is a global tournament, but no specific venue is mentioned).","{""players"": [], ""teams"": [""Ecuador"", ""France"", ""Portugal""], ""venues"": []}",1,[],"[""Ecuador"", ""France"", ""Portugal""]",[]
62,Eyo wtf just happened!?! How was Ecuador offside on that goal!? Nah VAR already being a joke. #WorldCup2022 #EcuadorvsQatar,negative,Negative,negative,1,"Based on the tweet, I would classify its sentiment as:

Negative

The language used is emotive and critical (""disgrace"", ""ruined""), and there's also frustration with the VAR system, which suggests a negative tone. The use of hashtags like ""#WorldCup2022 #EcuadorvsQatar"" adds to the overall negative sentiment, implying disappointment or outrage at the match outcome.",negative,1,Referees,Match Play,Match Play,0,Referees,Referees,1,"Here are the extracted named entities:

1. Player names:
	* None mentioned in this tweet.
2. Team/country names:
	* Ecuador
	* Qatar
3. Venue: 
	* None mentioned in this tweet, but it can be inferred that the venue is likely a stadium where the World Cup 2022 match between Ecuador and Qatar took place.","{""players"": [], ""teams"": [""Ecuador"", ""Qatar""], ""venues"": []}",1,[],"[""Ecuador"", ""Qatar""]",[]
63,Opening 5 minutes of #WorldCup2022 the prrfect snapshot of football fans worst fears - a half empty stadium (for the host's 1st game) &amp; a goal disallowed for no evident reason by #VAR #Terrible #TurningItOff,negative,Negative,negative,1,"Negative. The tweet expresses frustration and disappointment with the referee's performance, using strong negative language such as ""disgrace"" and ""#Terrible"".",negative,1,Referees,Referees,Referees,1,Logistics/Hosting,Logistics/Hosting,0,"Here are the extracted named entities:

**Player Names:** None mentioned in this tweet.

**Team/Country Names:**

* Host country (not specified, but implied to be Qatar)
* No specific team names mentioned, but the context suggests it's a World Cup match.

**Venues:** 

* Stadium (not specified, but implied to be the Lusail Iconic Stadium, which hosted the opening match of the 2022 FIFA World Cup)","{""players"": [], ""teams"": [""WorldCup2022""], ""venues"": []}",1,[],"[""WorldCup2022""]",[]
64,"Few teams ill be watching and supporting for world cup. Germany, France, Brazil, Argentina. Die Mannschaft and Les Blues since 2014. Supporting the asian teams as well Japan and Korea. Daehanminguk jajjak jajjak jjak! Tibe. #WorldCup2022",neutral,positive,positive,0,"Based on the tweet's content, I would classify its sentiment as:

positive

Although the tweet mentions some disappointment with the lack of support for certain teams, it also expresses enthusiasm and excitement about supporting Asian teams like Japan and Korea, using phrases like ""Daehanminguk jajjak jajjak jjak!"" (which roughly translates to ""Korea is amazing!""). The overall tone of the tweet seems to be one of positivity and national pride.",positive,0,Match Play,Match Play,Match Play,1,Match Play,Match Play,1,"Here are the extracted named entities:

1. Player names:
	* None mentioned in this tweet.
2. Team/country names:
	* Germany
	* France
	* Brazil
	* Argentina
	* Japan
	* Korea (referenced as ""Daehanminguk"", which is the Korean name for South Korea)
3. Venue:
	* None mentioned in this tweet.

Note that the mention of ""Tibe"" seems to be a typo or an error, and it's unclear what it refers to.","{""players"": [], ""teams"": [""Germany"", ""France"", ""Brazil"", ""Argentina"", ""Japan"", ""Korea""], ""venues"": []}",1,[],"[""Germany"", ""France"", ""Brazil"", ""Argentina"", ""Japan"", ""Korea""]",[]
65,How is Var going to give the penalty that Quatar win by if they can’t get into the Ecuador half…#WorldCup2022,negative,Negative,negative,1,"Based on the tweet, I would classify its sentiment as:

Negative

The tone of the tweet suggests frustration and disappointment with the referee's potential decision, implying that the author is unhappy with the situation. The use of strong language (""disgrace"") also contributes to a negative sentiment.",negative,1,Referees,Match Play,Match Play,0,Referees,Referees,1,"Here are the extracted named entities:

1. Player name:
	* None explicitly mentioned, but implied as part of a team.
2. Team/Country names:
	* Qatar
	* Ecuador
3. Venue: 
	* Not explicitly mentioned in this tweet, but implied as it's related to the World Cup 2022.","{""players"": [""Var"", ""Quatar""], ""teams"": [""Ecuador"", ""Quatar""], ""venues"": []}",1,"[""Var"", ""Quatar""]","[""Ecuador"", ""Quatar""]",[]
66,If that goal really was ruled out for offside then the corruption is so obvious and FIFA has clearly told the refs that #Qatar cannot lose its opening match. SHOCKER. #WorldCup2022 #QatarEcuador,negative,negative,negative,1,"Based on the language used, I would classify the sentiment of this tweet as:

Negative

The tone is critical and accusatory, with words like ""disgrace"" and ""corruption"", which convey a strong negative emotion. The use of hashtags like ""#QatarEcuador"" also suggests that the author is upset about the outcome of the match.",negative,1,Match Play,Referees,Referees,0,'Match Play',Match Play,1,"Here are the extracted named entities:

1. Player names:
	* None mentioned in this tweet.
2. Team/country names:
	* Qatar
	* Ecuador
3. Venue: 
	* (No venue is explicitly mentioned, but it can be inferred that the match took place at a stadium in Qatar, as the World Cup 2022 is being held in Qatar.)","{""players"": [], ""teams"": [""Qatar"", ""Ecuador""], ""venues"": []}",1,[],"[""Qatar"", ""Ecuador""]",[]
67,"""This is scientific precision."" waitaminute.... ""This is bullshit."" there, I fixed it. #WorldCup2022 #EcuadorvsQatar #VAR",negative,Negative,negative,1,"Based on the tweet's content and tone, I would classify its sentiment as:

Negative

The user initially expresses skepticism about VAR (Video Assistant Referee) technology, but then sarcastically corrects themselves to express frustration with the system. The overall tone is critical and dismissive, indicating a negative sentiment towards VAR.",negative,1,Referees,Match Play,Match Play,0,Referees,Referees,1,"Here are the extracted named entities:

1. Player names:
	* None mentioned directly in the tweet.
2. Team/country names:
	* Ecuador
	* Qatar
3. Venue: 
	* None mentioned directly in the tweet, but it's implied that the tweet is related to a football match (presumably at the 2022 FIFA World Cup).","{""players"": [], ""teams"": [""Ecuador"", ""Qatar""], ""venues"": []}",1,[],"[""Ecuador"", ""Qatar""]",[]
68,"How is this goal offside? VAR received a suitcase with money in it. It was incredibly corrupt. Usually they repost pictures of the offside, but not in this match!!! #WorldCup2022 #Qatar #Ecuador #FIFA #EcuadorvsQatar",negative,negative,negative,1,"Negative.

The tweet expresses frustration and outrage towards the VAR decision, using strong language to describe it as corrupt. The tone is critical and disapproving, indicating a negative sentiment.",negative,1,Referees,Referees,Referees,1,'Referees',Referees,1,"Here are the extracted named entities:

1. Player names:
	* None mentioned directly
2. Team/country names:
	* Ecuador
	* Qatar
3. Venue: 
	* (Not explicitly mentioned, but implied as the World Cup 2022 tournament in Qatar)","{""players"": [], ""teams"": [""Ecuador"", ""Qatar""], ""venues"": []}",1,[],"[""Ecuador"", ""Qatar""]",[]
69,Try and take that one away with your corrupt VAR Qatar! Let’s go Ecuador!!!!! #WorldCup2022,negative,Negative,negative,1,"Based on the tweet, I would classify its sentiment as:

Negative

Although the tone is angry and critical towards the referee's decisions (VAR), the overall sentiment is negative due to the strong language used. The use of words like ""disgrace"" also contributes to a negative tone.",negative,1,Referees,Match Play,Match Play,0,Referees,Referees,1,"Here are the extracted named entities:

1. Player Names:
	* None explicitly mentioned
2. Team/Country Names:
	* Qatar (team)
	* Ecuador (country/team)
3. Venues:
	* None mentioned","{""players"": [""Qatar"", ""Ecuador""], ""teams"": [""Qatar"", ""Ecuador""], ""venues"": []}",1,"[""Qatar"", ""Ecuador""]","[""Qatar"", ""Ecuador""]",[]
70,First goal of #WorldCup2022 is an Ecuador penalty kick! 1-0 Ecuador v. Qatar. Ecuador looking like the better team by far.,positive,Positive,positive,1,"Based on the tweet, I would classify its sentiment as:

Negative

Although the tweet mentions a positive event (a goal), it also uses negative language to describe the referee and implies that the match was ruined, which suggests a more overall negative tone. The phrase ""Ecuador looking like the better team by far"" is also somewhat critical of Qatar's performance, further contributing to the negative sentiment.",positive,1,Referees,Match Play,Match Play,0,Match Play,Match Play,0,"Here are the extracted named entities:

**Player Names:** None

**Team/Country Names:**

* Ecuador
* Qatar

**Venues:** None (mentioned in the tweet, but no specific venue is mentioned)","{""players"": [""Ecuador""], ""teams"": [""Ecuador"", ""Qatar""], ""venues"": []}",1,"[""Ecuador""]","[""Ecuador"", ""Qatar""]",[]
71,So finally the first goal of #WorldCup2022 came thru penalty. Ecuador 1 - Qatar 0,neutral,positive,positive,0,"Based on the tweet, I would classify its sentiment as:

Negative

Although the tweet mentions a goal and a score, the tone is negative due to the use of the word ""ruined"" to describe the referee's performance. The overall sentiment is critical and disapproving.",negative,0,Referees,Match Play,Match Play,0,Match Play,Match Play,0,"Here are the extracted named entities:

* Player Names: None
* Team/Country Names:
	+ Ecuador
	+ Qatar
* Venues: None (Note: The tweet does not mention a specific venue, but it's likely referring to the Lusail Iconic Stadium in Lusail, Qatar, which hosted the match.)","{""players"": [""Ecuador"", ""Qatar""], ""teams"": [""Ecuador"", ""Qatar""], ""venues"": []}",1,"[""Ecuador"", ""Qatar""]","[""Ecuador"", ""Qatar""]",[]
72,Qatar government officials chasing the referee after awarding Ecuador a penalty #FIFAWorldCup #WorldCup2022,neutral,Negative,negative,0,"Based on the tweet, I would classify its sentiment as:

Negative

The tone of the tweet is critical and disapproving towards the referee's decision, using strong language like ""disgrace"" to express dissatisfaction. The mention of government officials also adds a sense of controversy and outrage, further indicating a negative sentiment.",negative,0,Referees,Referees,Referees,1,'Referees',Referees,1,"Here are the extracted named entities:

1. Player Names:
	* None (no player names mentioned)
2. Team/Country Names:
	* Qatar
	* Ecuador
3. Venue:
	* FIFA World Cup (note: this is a tournament, not a specific venue, but it's implied that the event took place in Qatar)","{""players"": [], ""teams"": [""Ecuador"", ""Qatar""], ""venues"": []}",1,[],"[""Ecuador"", ""Qatar""]",[]
73,(15 Mins) Qatar 0-1 Ecuador. Enner Valencia scores the Penalty. A just score after VAR cancelled a perfectly good goal in the opening minutes for Ecuador. Not the ideal start for Qatar. #FIFAWorldCup2022 #QatarWorldCup2022 #Qatar2022 #QATECU #WorldCup2022,negative,Neutral,neutral,0,"Based on the tweet, I would classify its sentiment as:

Negative

Although the tweet mentions a goal and a penalty being scored, it also mentions that VAR cancelled a perfectly good goal for Ecuador, which suggests that the author is unhappy with the outcome of the match. The tone of the tweet is critical and disappointed, indicating a negative sentiment.",negative,1,Referees,Match Play,Match Play,0,'Match Play',Match Play,0,"Here are the extracted named entities:

1. Player names:
	* Enner Valencia
2. Team/country names:
	* Qatar
	* Ecuador
3. Venue: 
	* (Implicitly mentioned, as it's a World Cup tournament)","{""players"": [""Enner Valencia""], ""teams"": [""Qatar"", ""Ecuador""], ""venues"": []}",1,"[""Enner Valencia""]","[""Qatar"", ""Ecuador""]",[]
74,"There we have it, the first goal of the FIFA World Cup 2022 scored by Ecuador's Valencia on the 15th minute of the match! The goal came through a penalty kick. #WorldCup2022 #SaharaGames",positive,positive,positive,1,"Positive.

The tweet expresses excitement and enthusiasm for the start of the FIFA World Cup, using phrases like ""What a goal!"" and ""#WorldCup2022"", which convey a sense of optimism and eagerness.",positive,1,Referees,Match Play,Match Play,0,Match Play,Match Play,0,"Here are the extracted named entities:

1. Player names:
	* Valencia (Ecuadorian player)
2. Team/country names:
	* Ecuador
3. Venue:
	* Sahara Games (Note: The Sahara Games is not a traditional football stadium, but rather an international multi-sport event that includes football. However, the specific venue where the match took place is not mentioned in the tweet.)","{""players"": [""Valencia""], ""teams"": [""Ecuador"", ""FIFA""], ""venues"": []}",1,"[""Valencia""]","[""Ecuador"", ""FIFA""]",[]
75,#Ecuador scores the first goal of the 2022 #QatarWorldCup 😍 What a great match to watch as a neutral! #WorldCup ⚽️ #WorldCup2022,positive,Positive,positive,1,"Based on the tweet, I would classify its sentiment as:

Positive

Although the author describes themselves as ""neutral"", their use of enthusiastic emojis (😍) and phrases like ""What a great match to watch"" convey a positive tone. The overall sentiment is one of excitement and enjoyment, despite the author's self-described neutrality.",positive,1,Match Play,Match Play,Match Play,1,'Match Play',Match Play,1,"Here are the extracted named entities:

1. Player names:
	* None mentioned in this tweet.
2. Team/country names:
	* Ecuador
	* Qatar
3. Venue:
	* Qatar (referring to the 2022 FIFA World Cup, which is being held in Qatar)","{""players"": [], ""teams"": [""Ecuador"", ""Qatar""], ""venues"": []}",1,[],"[""Ecuador"", ""Qatar""]",[]
76,The ref trying to figure out how he can disallow a penalty he has just given #WorldCup #WorldCup2022 #Qatar2022 #QATECU #Qatar #Ecuador #fifa,neutral,Neutral,neutral,1,"Based on the tweet, I would classify its sentiment as:

Neutral

The reason is that the tweet is simply reporting a fact about the referee's decision and does not express any emotion or opinion. It appears to be a neutral observation rather than an expression of enthusiasm, disappointment, or frustration.",neutral,1,Referees,Referees,Referees,1,Referees,Referees,1,"Here are the extracted named entities:

1. Player names: None
2. Team/country names:
	* Qatar
	* Ecuador
3. Venue: QATECU (Note: This seems to be a typo or abbreviation, and it's likely meant to be ""Al Bayt Stadium"" which is one of the venues used in the 2022 FIFA World Cup)","{""players"": [], ""teams"": [""Qatar"", ""Ecuador""], ""venues"": []}",1,[],"[""Qatar"", ""Ecuador""]",[]
77,"So the Ecuador goal was ruled offside because of the players front leg, ok good decision albeit for the circled Qatari player. VAR is a joke!!!! #WorldCup #WorldCup2022 #Qatar2022 #Qatar #Ecuador 🇶🇦🇪🇨",negative,negative,negative,1,"Negative.

The tweet expresses frustration and disappointment with the VAR decision, using strong language (""a joke"") to emphasize their discontent.",negative,1,Referees,Match Play,Match Play,0,Referees,Referees,1,"Here are the extracted named entities:

1. Player names:
	* None explicitly mentioned, but ""the circled Qatari player"" is implied to be a specific player.
2. Team/country names:
	* Ecuador
	* Qatar
3. Venue: 
	* None mentioned directly, but it can be inferred that the tweet refers to a match played in Qatar during the 2022 World Cup.","{""players"": [""Qatari""], ""teams"": [""Qatar"", ""Ecuador""], ""venues"": []}",1,"[""Qatari""]","[""Qatar"", ""Ecuador""]",[]
78,"#EnnerValencia scores for #Ecuador against #Qatar in the first match of #WorldCup2022 during a penalty shot. #Valencia had first appeared to score within the first 3 minutes of the match, but VAR review showed that that the play was offsides. 2 #Qatari players given yellow cards.",neutral,Neutral,neutral,1,"Based on the tweet's content, I would classify its sentiment as neutral.

The tweet is simply reporting on a football match and providing factual information about the game, without expressing any emotion or opinion. It does not contain language that suggests excitement, disappointment, or any other emotional tone, which are typical characteristics of positive or negative sentiments.",positive,0,Referees,Match Play,Match Play,0,'Match Play',Match Play,0,"Here are the extracted named entities:

1. Player names:
	* Enner Valencia
2. Team/country names:
	* Ecuador
	* Qatar
3. Venue: 
	* (No specific venue mentioned in this tweet)","{""players"": [""Enner Valencia""], ""teams"": [""Ecuador"", ""Qatar"", ""Valencia""], ""venues"": []}",1,"[""Enner Valencia""]","[""Ecuador"", ""Qatar"", ""Valencia""]",[]
79,"After bribing referee, and try possible way to fix the match and deny the first goal, the justice has been served, Qatar 0 - 1 Equador ( #Valencia penalty). #WorldCup2022",neutral,negative,negative,0,"Based on the tweet's content, I would classify its sentiment as:

negative

Although the tweet mentions ""justice has been served"" and a positive outcome for Ecuador, the tone of the message is still critical and negative towards the referee's initial decision. The use of phrases like ""bribing referee"" also implies corruption and unfairness, which contributes to the overall negative sentiment.",positive,0,Referees,Referees,Referees,1,'Referees',Referees,1,"Here are the extracted named entities:

**Player Names:**

* Valencia (note: Valencia is a surname, but in this context, it's likely referring to the football player)

**Team/Country Names:**

* Qatar
* Ecuador

**Venues:**
None mentioned directly in the tweet. However, it can be inferred that the match took place at a stadium in Qatar, as the World Cup 2022 is being held there.

Let me know if you'd like me to clarify anything!","{""players"": [], ""teams"": [""Qatar"", ""Equador""], ""venues"": []}",1,[],"[""Qatar"", ""Equador""]",[]
80,Goal! Ecuador!!! 3-0 (2-0 with VAR Ref who got paid off 1-0). Valencia!!! 🇪🇨 #WorldcupQatar2022 #WorldCup2022,positive,Negative,negative,0,"Based on the tweet, I would classify its sentiment as:

Negative

Although the tweet contains words like ""Goal"" and ""Ecuador"", which are typically associated with positive emotions, the tone of the tweet is critical and sarcastic. The mention of a disputed VAR decision (""who got paid off"") implies that the author is unhappy with the outcome of the match, making the overall sentiment negative.",positive,1,Referees,Match Play,Match Play,0,Match Play,Match Play,0,"Here are the extracted named entities:

* Player names: None mentioned
* Team/country names:
	+ Ecuador
	+ Valencia (presumably referring to Valencia CF, a Spanish football club)
* Venues: None mentioned","{""players"": [], ""teams"": [""Ecuador"", ""Valencia""], ""venues"": []}",1,[],"[""Ecuador"", ""Valencia""]",[]
81,"I literally hope Ecuador, Netherlands and Senegal humiliate Qatar on the football friend in Group A. #WorldCup2022 #Qatar2022",negative,Negative,negative,1,"Based on the tweet's content, I would classify its sentiment as:

 Sentiment: positive

The user is expressing a strong desire for their preferred teams to win, using enthusiastic language (""humiliate"") and hashtags that indicate support for those teams. This suggests a positive sentiment towards the outcome of the match.",positive,0,Match Play,Match Play,Match Play,1,Match Play,Match Play,1,"Here are the extracted named entities:

1. Player Names:
	* None (no specific player names mentioned)
2. Team/Country Names:
	* Ecuador
	* Netherlands
	* Senegal
	* Qatar
3. Venue:
	* None (the tweet mentions a ""football friend"" but does not specify a particular venue)","{""players"": [], ""teams"": [""Ecuador"", ""Netherlands"", ""Senegal"", ""Qatar""], ""venues"": []}",1,[],"[""Ecuador"", ""Netherlands"", ""Senegal"", ""Qatar""]",[]
82,Goals in WC Enner Valencia; 2 Pessi; 0 Penaldo; 0 But I’m made to believe they’re goats 🐐 #FIFAWorldCup #Qatar2022 #WorldCup2022 #WorldCup #FIFAWorldCup2022 #ennervalencia𓃵 #Ronaldo𓃵 #Ronaldo #ronaldomessi #Messi𓃵 #Messi,positive,positive,positive,1,"The sentiment of the tweet is neutral. The text appears to be a factual report of goals scored in a World Cup match, with no emotional tone or opinion expressed.",neutral,0,Match Play,Match Play,Match Play,1,Match Play,Match Play,1,"Here are the extracted named entities:

1. Player Names:
	* Enner Valencia
	* Pessi (first name not mentioned, but likely referring to Pessi Mägi, an Estonian footballer)
	* Penaldo (likely referring to Cristiano Ronaldo)
2. Team/Country Names:
	* None explicitly mentioned in the tweet, but implied through the context of the World Cup.
3. Venue:
	* Qatar2022 (referring to the 2022 FIFA World Cup held in Qatar)","{""players"": [""Enner Valencia"", ""Pessi"", ""Penaldo"", ""Ronaldo"", ""messi""], ""teams"": [], ""venues"": []}",1,"[""Enner Valencia"", ""Pessi"", ""Penaldo"", ""Ronaldo"", ""messi""]",[],[]
83,The player from Ecuador 🇪🇨 Enner Valencia has scored the first goal of the #Qatar2022 World Cup against Qatar 🇶🇦 from the penalty spot. It is the first time in the history of the World Cups that the first goal is scored in this way. #WorldCup2022 #WorldCup #MundialQatar2022,neutral,Positive,positive,0,"Sentiment: positive

The tweet expresses excitement and enthusiasm about a significant event (the first goal being scored from the penalty spot) and includes hashtags that are typically associated with positive emotions, such as celebration and triumph.",positive,0,Referees,Match Play,Match Play,0,Match Play,Match Play,0,"Here are the extracted named entities:

1. Player:
	* Enner Valencia
2. Team/Country:
	* Ecuador
	* Qatar (mentioned twice)
3. Venue: None mentioned directly, but implied as the Al Bayt Stadium in Lusail, Qatar, which is a common venue for World Cup matches.","{""players"": [""Enner Valencia""], ""teams"": [""Ecuador"", ""Qatar""], ""venues"": []}",1,"[""Enner Valencia""]","[""Ecuador"", ""Qatar""]",[]
84,Is Qatar really playing today? I don’t think they have shot at goal once in the game ☹️ Ecuador doing their game and winning clearly as no opposition #WorldCup2022 #FIFAWorldCup,negative,Negative,negative,1,"Based on the tweet, I would classify its sentiment as:

Negative

Although the tweet mentions a positive outcome (Ecuador winning), the tone is primarily negative due to the frustration expressed with Qatar's performance and the use of an emoji ☹️, which indicates disappointment. The hashtags #WorldCup2022 and #FIFAWorldCup also suggest that the author is unhappy with the game.",positive,0,Match Play,Match Play,Match Play,1,Match Play,Match Play,1,"Here are the extracted named entities:

1. Player names:
	* None mentioned directly, but it can be inferred that there are players from both Qatar and Ecuador participating in the game.
2. Team/country names:
	* Qatar
	* Ecuador
3. Venue: 
	* No specific venue is mentioned, but it can be inferred that the tweet refers to a match taking place during the 2022 FIFA World Cup, which was held in various stadiums across Qatar.","{""players"": [], ""teams"": [""Qatar"", ""Ecuador""], ""venues"": []}",1,[],"[""Qatar"", ""Ecuador""]",[]
85,E. Valencia has already scored 2 goals at the 16th and 31st minutes of the game one goal being a penalty. Congratulations to Ecuador. They would most likely win the 1st match. #FIFAWorldCup #FIFAWorldCup2022 #Qatar2022 #WorldCup2022,positive,positive,positive,1,"Positive.

The tweet expresses enthusiasm and optimism about the performance of E. Valencia, a player from Ecuador, and predicts their likely win in the first match, indicating a positive sentiment towards the team's prospects.",positive,1,Referees,Match Play,Match Play,0,Match Play,Match Play,0,"Here are the extracted named entities:

* Player: E. Valencia
* Team/Country:
	+ Ecuador
* Venue: None (mentioned is a specific match, but no venue is specified)","{""players"": [], ""teams"": [""Ecuador"", ""E. Valencia""], ""venues"": []}",1,[],"[""Ecuador"", ""E. Valencia""]",[]
86,"Fuck #Qatar, fuck #var and fuck #fifa #corruption . From the world, come on #Ecuador, smash them in the second half. #ennervalencia𓃵 #WorldCup #WorldCup2022 #Qatar2022",negative,Negative,negative,1,"The sentiment of this tweet is negative. Although it expresses support for Ecuador and uses positive language to encourage them, the overall tone is critical and angry towards FIFA, VAR, and Qatar due to corruption allegations.",positive,0,Referees,Match Play,Match Play,0,'Match Play',Match Play,0,"Here are the extracted named entities:

1. Player names:
	* None mentioned directly
2. Team/country names:
	* Ecuador
	* Qatar (mentioned multiple times)
3. Venues:
	* None mentioned directly, but implied as the World Cup venue in Qatar (Qatar2022)","{""players"": [], ""teams"": [""Ecuador""], ""venues"": []}",1,[],"[""Ecuador""]",[]
